Year,County,Occupation,Successful Closures,Annotation Code,Count Annotation Desc,Percent,Percent Annotation Desc
2017,Sonoma,Healthcare Practitioners and Technical Occupations,1,,,,
2017,Sonoma,Not Reported,35,,,,
2017,Sonoma,"Prod, Const, Operating, Maint & Material Handling",22,,,,
2017,Sonoma,Production Occupations,1,,,,
2017,Sonoma,"Professional, Paraprofessional and Technical",24,,,,
2017,Sonoma,RSA Special Occupations and Miscellaneous,1,,,,
2017,Sonoma,Sales and Related Occupations,26,,,,
2017,Sonoma,Service Occupations,24,,,,
2017,Stanislaus,"Agricultural, Forestry, Fishing and Related",1,,,,
2017,Stanislaus,Clerical and Administrative Support,4,,,,
2017,Stanislaus,Computer and Mathematical Occupations,1,,,,
2017,Stanislaus,Managerial and Administrative,1,,,,
2017,Stanislaus,Not Reported,5,,,,
2017,Stanislaus,"Prod, Const, Operating, Maint & Material Handling",6,,,,
2017,Stanislaus,"Professional, Paraprofessional and Technical",5,,,,
2017,Stanislaus,Sales and Related Occupations,2,,,,
2017,Stanislaus,Service Occupations,13,,,,
2017,Sutter,"Agricultural, Forestry, Fishing and Related",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Sutter,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Sutter,Not Reported,1,,,,
2017,Sutter,"Prod, Const, Operating, Maint & Material Handling",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Sutter,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Sutter,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Tehama,"Agricultural, Forestry, Fishing and Related",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Tehama,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Tehama,Not Reported,2,,,,
2017,Tehama,"Prod, Const, Operating, Maint & Material Handling",20,,,,
2017,Tehama,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Tehama,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Tehama,Service Occupations,11,,,,
2017,Tulare,"Agricultural, Forestry, Fishing and Related",1,,,,
2017,Tulare,Clerical and Administrative Support,10,,,,
2017,Tulare,Computer and Mathematical Occupations,1,,,,
2017,Tulare,Healthcare Support Occupations,1,,,,
2017,Tulare,Not Reported,10,,,,
2017,Tulare,"Prod, Const, Operating, Maint & Material Handling",17,,,,
2017,Tulare,"Professional, Paraprofessional and Technical",10,,,,
2017,Tulare,Sales and Related Occupations,5,,,,
2017,Tulare,Service Occupations,20,,,,
2017,Tuolumne,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Tuolumne,Community and Social Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Tuolumne,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Ventura,"Agricultural, Forestry, Fishing and Related",3,,,,
2017,Ventura,Clerical and Administrative Support,62,,,,
2017,Ventura,Computer and Mathematical Occupations,1,,,,
2017,Ventura,Managerial and Administrative,5,,,,
2017,Ventura,Not Reported,33,,,,
2017,Ventura,"Prod, Const, Operating, Maint & Material Handling",55,,,,
2017,Ventura,"Professional, Paraprofessional and Technical",31,,,,
2017,Ventura,Sales and Related Occupations,50,,,,
2017,Ventura,Service Occupations,61,,,,
2017,Yolo,"Agricultural, Forestry, Fishing and Related",2,,,,
2017,Yolo,Clerical and Administrative Support,21,,,,
2017,Yolo,Computer and Mathematical Occupations,1,,,,
2017,Yolo,Not Reported,3,,,,
2017,Yolo,"Prod, Const, Operating, Maint & Material Handling",9,,,,
2017,Yolo,"Professional, Paraprofessional and Technical",4,,,,
2017,Yolo,Sales and Related Occupations,3,,,,
2017,Yolo,Service Occupations,7,,,,
2017,Yuba,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Yuba,Not Reported,1,,,,
2017,Yuba,"Prod, Const, Operating, Maint & Material Handling",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Yuba,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Yuba,Protective Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Yuba,RSA Special Occupations and Miscellaneous,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Yuba,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Yuba,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
