Area Type,Area Name,Year,Period,Labor Force,Employment,Unemployment,Unemployment Rate,Seasonally Adjusted (Y N),Status
Sub-County Place,Rollingwood CDP,2021,Annual,1600,1300,300,15.8,N,Final
Sub-County Place,Romoland CDP,2021,Annual,1200,1100,100,5.5,N,Final
Sub-County Place,Rosamond CDP,2021,Annual,8700,7800,900,10.7,N,Final
Sub-County Place,Rosedale CDP,2021,Annual,9500,9100,400,4.1,N,Final
Sub-County Place,Rosemead city,2021,Annual,24700,22400,2300,9.4,N,Final
Sub-County Place,Rosemont CDP,2021,Annual,11700,10900,800,6.9,N,Final
Sub-County Place,Roseville city,2021,Annual,71000,67500,3500,4.9,N,Final
Sub-County Place,Rossmoor CDP,2021,Annual,5000,4800,300,5.3,N,Final
Sub-County Place,Round Valley CDP,2021,Annual,190,190,0,0,N,Final
Sub-County Place,Rowland Heights CDP,2021,Annual,23700,21600,2100,8.8,N,Final
Sub-County Place,Running Springs CDP,2021,Annual,1800,1700,100,6.5,N,Final
Sub-County Place,Sacramento city,2021,Annual,239700,222100,17600,7.3,N,Final
Sub-County Place,St. Helena city,2021,Annual,2600,2500,100,3.9,N,Final
Sub-County Place,Salida CDP,2021,Annual,7400,6700,700,9.3,N,Final
Sub-County Place,Salinas city,2021,Annual,77400,69400,8000,10.3,N,Final
Sub-County Place,San Andreas CDP,2021,Annual,870,870,0,0,N,Final
Sub-County Place,San Anselmo town,2021,Annual,6800,6600,300,4.2,N,Final
Sub-County Place,San Antonio Heights CDP,2021,Annual,1500,1500,0,2.2,N,Final
Sub-County Place,San Ardo CDP,2021,Annual,300,300,100,23.7,N,Final
Sub-County Place,San Bernardino city,2021,Annual,88100,79500,8600,9.8,N,Final
Sub-County Place,San Bruno city,2021,Annual,26700,25400,1400,5.1,N,Final
Sub-County Place,San Buenaventura (Ventura) city,2021,Annual,52900,49800,3100,5.9,N,Final
Sub-County Place,San Carlos city,2021,Annual,16600,16000,600,3.7,N,Final
Sub-County Place,San Clemente city,2021,Annual,30600,29000,1700,5.5,N,Final
Sub-County Place,Sand City city,2021,Annual,200,200,0,3.6,N,Final
Sub-County Place,San Diego city,2021,Annual,701300,657700,43700,6.2,N,Final
Sub-County Place,San Dimas city,2021,Annual,17200,15900,1300,7.4,N,Final
Sub-County Place,San Fernando city,2021,Annual,11600,10800,800,6.9,N,Final
Sub-County Place,San Francisco city,2021,Annual,548600,520800,27800,5.1,N,Final
Sub-County Place,San Gabriel city,2021,Annual,20800,19200,1600,7.5,N,Final
Sub-County Place,Sanger city,2021,Annual,12000,10800,1200,9.7,N,Final
Sub-County Place,San Jacinto city,2021,Annual,20400,18400,2000,9.6,N,Final
Sub-County Place,San Joaquin city,2021,Annual,1300,1100,200,17.3,N,Final
Sub-County Place,San Jose city,2021,Annual,535900,507200,28700,5.4,N,Final
Sub-County Place,San Juan Bautista city,2021,Annual,900,900,0,2.6,N,Final
Sub-County Place,San Juan Capistrano city,2021,Annual,16500,15700,800,5,N,Final
Sub-County Place,San Leandro city,2021,Annual,45000,41900,3200,7,N,Final
Sub-County Place,San Lorenzo CDP,2021,Annual,14300,13300,1000,7.2,N,Final
Sub-County Place,San Lucas CDP,2021,Annual,100,100,0,0,N,Final
Sub-County Place,San Luis Obispo city,2021,Annual,24700,23500,1200,5,N,Final
Sub-County Place,San Marcos city,2021,Annual,41600,39300,2300,5.6,N,Final
Sub-County Place,San Marino city,2021,Annual,5600,5300,300,4.5,N,Final
Sub-County Place,San Martin CDP,2021,Annual,3600,3400,200,5.9,N,Final
Sub-County Place,San Mateo city,2021,Annual,60900,58300,2500,4.2,N,Final
Sub-County Place,San Miguel CDP,2021,Annual,1400,1300,100,8.7,N,Final
Sub-County Place,San Pablo city,2021,Annual,13500,12400,1100,8.1,N,Final
Sub-County Place,San Rafael city,2021,Annual,30300,28900,1400,4.5,N,Final
Sub-County Place,San Ramon city,2021,Annual,41300,39500,1800,4.4,N,Final
Sub-County Place,Santa Ana city,2021,Annual,152800,143300,9500,6.2,N,Final
Sub-County Place,Santa Barbara city,2021,Annual,50500,48300,2200,4.3,N,Final
Sub-County Place,Santa Clara city,2021,Annual,70600,67700,2900,4.1,N,Final
Sub-County Place,Santa Clarita city,2021,Annual,111500,102700,8800,7.9,N,Final
Sub-County Place,Santa Cruz city,2021,Annual,31300,29700,1600,5,N,Final
Sub-County Place,Santa Fe Springs city,2021,Annual,8700,8200,500,6,N,Final
Sub-County Place,Santa Maria city,2021,Annual,49900,45600,4300,8.5,N,Final
Sub-County Place,Santa Monica city,2021,Annual,54200,50400,3800,7,N,Final
Sub-County Place,Santa Paula city,2021,Annual,13700,12300,1500,10.7,N,Final
Sub-County Place,Santa Rosa city,2021,Annual,85500,80400,5100,5.9,N,Final
Sub-County Place,Santa Ynez CDP,2021,Annual,2300,2200,0,0.2,N,Final
Sub-County Place,Santee city,2021,Annual,28300,26700,1600,5.5,N,Final
Sub-County Place,Saratoga city,2021,Annual,14400,13800,600,3.9,N,Final
Sub-County Place,Sausalito city,2021,Annual,4100,3900,200,5.3,N,Final
Sub-County Place,Scotts Valley city,2021,Annual,6000,5800,200,3.7,N,Final
Sub-County Place,Seal Beach city,2021,Annual,9600,9000,600,6,N,Final
Sub-County Place,Searles Valley CDP,2021,Annual,500,500,100,11.3,N,Final
Sub-County Place,Seaside city,2021,Annual,17000,16200,900,5.1,N,Final
Sub-County Place,Sebastopol city,2021,Annual,3800,3600,200,5.9,N,Final
Sub-County Place,Selma city,2021,Annual,10600,9600,1000,9.5,N,Final
Sub-County Place,Shafter city,2021,Annual,8100,7500,700,8.1,N,Final
Sub-County Place,Shandon CDP,2021,Annual,600,500,0,7,N,Final
Sub-County Place,Shasta Lake city,2021,Annual,3900,3600,300,8.3,N,Final
Sub-County Place,Shaver Lake CDP,2021,Annual,100,100,0,5.8,N,Final
Sub-County Place,Shingle Springs CDP,2021,Annual,1600,1600,0,0.9,N,Final
Sub-County Place,Shingletown CDP,2021,Annual,800,800,0,5.5,N,Final
Sub-County Place,Shoshone CDP,2021,Annual,10,10,0,0,N,Final
Sub-County Place,Sierra Madre city,2021,Annual,6000,5600,400,6,N,Final
Sub-County Place,Signal Hill city,2021,Annual,6000,5700,300,5.5,N,Final
Sub-County Place,Simi Valley city,2021,Annual,65200,61700,3500,5.3,N,Final
Sub-County Place,Solana Beach city,2021,Annual,5700,5500,200,3.4,N,Final
Sub-County Place,Soledad city,2021,Annual,7700,6700,1000,13,N,Final
Sub-County Place,Solvang city,2021,Annual,3100,2900,100,4.6,N,Final
Sub-County Place,Sonoma city,2021,Annual,5000,4800,200,4.8,N,Final
Sub-County Place,Sonora city,2021,Annual,1850,1710,140,7.7,N,Final
Sub-County Place,Soquel CDP,2021,Annual,5400,5200,300,4.8,N,Final
Sub-County Place,Soulsbyville CDP,2021,Annual,960,860,100,10.3,N,Final
Sub-County Place,South Dos Palos CDP,2021,Annual,500,400,100,16.9,N,Final
Sub-County Place,South El Monte city,2021,Annual,8800,8100,600,7.2,N,Final
Sub-County Place,South Gate city,2021,Annual,42200,38000,4200,9.9,N,Final
Sub-County Place,South Lake Tahoe city,2021,Annual,12900,12200,700,5.4,N,Final
Sub-County Place,South Oroville CDP,2021,Annual,1200,1100,0,2.8,N,Final
Sub-County Place,South Pasadena city,2021,Annual,14200,13300,1000,6.7,N,Final
Sub-County Place,South San Francisco city,2021,Annual,37900,35700,2200,5.7,N,Final
Sub-County Place,South San Gabriel CDP,2021,Annual,3600,3400,200,5.5,N,Final
Sub-County Place,South San Jose Hills CDP,2021,Annual,9700,8700,1000,10.4,N,Final
Sub-County Place,South Taft CDP,2021,Annual,1000,800,200,18.9,N,Final
Sub-County Place,South Whittier CDP,2021,Annual,28500,26500,1900,6.7,N,Final
Sub-County Place,Spreckels CDP,2021,Annual,100,100,0,0,N,Final
Sub-County Place,Spring Garden CDP,2021,Annual,0,0,0,0,N,Final
Sub-County Place,Spring Valley CDP,2021,Annual,15600,14400,1200,7.6,N,Final
Sub-County Place,Springville CDP,2021,Annual,200,100,0,10.4,N,Final
Sub-County Place,Squaw Valley CDP,2021,Annual,1100,1000,0,1.7,N,Final
Sub-County Place,Squirrel Mountain Valley CDP,2021,Annual,300,200,100,22.4,N,Final
Sub-County Place,Stallion Springs CDP,2021,Annual,900,900,0,3.5,N,Final
Sub-County Place,Stanton city,2021,Annual,17900,16700,1300,7,N,Final
Sub-County Place,Stockton city,2021,Annual,133100,119900,13200,9.9,N,Final
Sub-County Place,Stratford CDP,2021,Annual,400,400,0,5.2,N,Final
Sub-County Place,Strathmore CDP,2021,Annual,1200,900,300,26,N,Final
Sub-County Place,Suisun City city,2021,Annual,13700,12600,1100,7.8,N,Final
Sub-County Place,Summerland CDP,2021,Annual,200,200,0,18.5,N,Final
Sub-County Place,Sunnyside Tahoe City CDP,2021,Annual,800,800,0,0,N,Final
Sub-County Place,Sunnyvale city,2021,Annual,84500,81400,3100,3.7,N,Final
Sub-County Place,Sunol CDP,2021,Annual,400,400,0,7.7,N,Final
Sub-County Place,Susanville city,2021,Annual,3400,3240,170,5,N,Final
Sub-County Place,Sutter CDP,2021,Annual,1300,1200,200,11.4,N,Final
Sub-County Place,Sutter Creek city,2021,Annual,980,830,150,15.2,N,Final
Sub-County Place,Taft city,2021,Annual,2700,2500,200,6.8,N,Final
Sub-County Place,Taft Heights CDP,2021,Annual,700,600,100,10.4,N,Final
Sub-County Place,Taft Mosswood CDP,2021,Annual,600,500,100,14.2,N,Final
Sub-County Place,Tahoe Vista CDP,2021,Annual,600,600,0,0,N,Final
Sub-County Place,Tamalpais Homestead Valley CDP,2021,Annual,6100,5900,200,3,N,Final
Sub-County Place,Tara Hills CDP,2021,Annual,2600,2500,100,3.9,N,Final
Sub-County Place,Taylorsville CDP,2021,Annual,0,0,0,0,N,Final
Sub-County Place,Tecopa CDP,2021,Annual,40,40,0,0,N,Final
Sub-County Place,Tehachapi city,2021,Annual,3500,3100,300,9.4,N,Final
Sub-County Place,Tehama city,2021,Annual,170,170,0,0.6,N,Final
Sub-County Place,Temecula city,2021,Annual,55200,52100,3100,5.7,N,Final
Sub-County Place,Temple City city,2021,Annual,17700,16300,1400,7.9,N,Final
Sub-County Place,Templeton CDP,2021,Annual,4100,3900,300,6.9,N,Final
Sub-County Place,Terra Bella CDP,2021,Annual,500,300,200,34,N,Final
Sub-County Place,Thermalito CDP,2021,Annual,2500,2200,200,8.9,N,Final
Sub-County Place,Thousand Oaks city,2021,Annual,62000,58900,3100,5,N,Final
Sub-County Place,Thousand Palms CDP,2021,Annual,3300,3100,200,4.9,N,Final
Sub-County Place,Three Rivers CDP,2021,Annual,1300,1200,100,5.6,N,Final
Sub-County Place,Tipton CDP,2021,Annual,1400,1200,100,10.3,N,Final
Sub-County Place,Tobin CDP,2021,Annual,0,0,0,0,N,Final
Sub-County Place,Tomales CDP,2021,Annual,100,100,0,0,N,Final
Sub-County Place,Toro Canyon CDP,2021,Annual,700,600,100,8.3,N,Final
Sub-County Place,Torrance city,2021,Annual,74800,69700,5100,6.8,N,Final
Sub-County Place,Tracy city,2021,Annual,45700,42700,3000,6.5,N,Final
Sub-County Place,Tranquillity CDP,2021,Annual,200,200,0,19.4,N,Final
Sub-County Place,Traver CDP,2021,Annual,200,200,0,10.5,N,Final
Sub-County Place,Trinidad city,2021,Annual,100,100,0,5.1,N,Final
Sub-County Place,Truckee town,2021,Annual,9220,8670,550,5.9,N,Final
Sub-County Place,Tulare city,2021,Annual,28700,26400,2300,8.1,N,Final
Sub-County Place,Tuolumne City CDP,2021,Annual,500,500,0,0,N,Final
Sub-County Place,Tupman CDP,2021,Annual,100,100,0,0,N,Final
Sub-County Place,Turlock city,2021,Annual,33200,30900,2300,6.9,N,Final
Sub-County Place,Tustin city,2021,Annual,41500,39000,2500,5.9,N,Final
Sub-County Place,Twain CDP,2021,Annual,80,60,20,26.5,N,Final
Sub-County Place,Twain Harte CDP,2021,Annual,1050,980,70,6.4,N,Final
Sub-County Place,Twentynine Palms city,2021,Annual,7400,6800,600,8,N,Final
Sub-County Place,Twin Lakes CDP,2021,Annual,2700,2600,100,5,N,Final
Sub-County Place,Ukiah city,2021,Annual,7030,6580,450,6.4,N,Final
Sub-County Place,Union City city,2021,Annual,35700,33500,2200,6.1,N,Final
Sub-County Place,Upland city,2021,Annual,40600,38000,2600,6.4,N,Final
Sub-County Place,Upper Lake CDP,2021,Annual,830,780,50,6.1,N,Final
Sub-County Place,Vacaville city,2021,Annual,44400,41600,2800,6.3,N,Final
Sub-County Place,Valinda CDP,2021,Annual,11300,10400,900,8.3,N,Final
Sub-County Place,Vallejo city,2021,Annual,54400,49600,4700,8.7,N,Final
Sub-County Place,Valle Vista CDP,2021,Annual,8100,7500,600,7.4,N,Final
Sub-County Place,Valley Acres CDP,2021,Annual,300,200,100,30.5,N,Final
Sub-County Place,Valley Center CDP,2021,Annual,4700,4600,200,3.7,N,Final
Sub-County Place,Valley Ranch CDP,2021,Annual,0,0,0,0,N,Final
Sub-County Place,Valley Springs CDP,2021,Annual,2230,2070,160,7,N,Final
Sub-County Place,Val Verde CDP,2021,Annual,1500,1400,100,8.8,N,Final
Sub-County Place,Vandenberg AFB CDP,2021,Annual,800,700,100,9.7,N,Final
Sub-County Place,Vandenberg Village CDP,2021,Annual,3400,3300,200,4.6,N,Final
Sub-County Place,Vernon city,2021,Annual,100,100,0,10.5,N,Final
Sub-County Place,Victorville city,2021,Annual,48900,43600,5300,10.9,N,Final
Sub-County Place,View Park Windsor Hills CDP,2021,Annual,5800,5100,800,13,N,Final
Sub-County Place,Villa Park city,2021,Annual,2400,2300,0,1.4,N,Final
Sub-County Place,Vine Hill CDP,2021,Annual,1700,1500,100,8.1,N,Final
Sub-County Place,Vineyard CDP,2021,Annual,18800,17800,1000,5.3,N,Final
Sub-County Place,Visalia city,2021,Annual,61500,57200,4200,6.9,N,Final
Sub-County Place,Vista city,2021,Annual,43800,40800,3000,6.8,N,Final
Sub-County Place,Walnut city,2021,Annual,15400,14300,1100,6.8,N,Final
Sub-County Place,Walnut Creek city,2021,Annual,33000,31400,1600,4.8,N,Final
Sub-County Place,Walnut Grove CDP,2021,Annual,600,600,0,3.1,N,Final
Sub-County Place,Walnut Park CDP,2021,Annual,8100,7300,800,10.3,N,Final
Sub-County Place,Wasco city,2021,Annual,8900,7700,1200,13.8,N,Final
Sub-County Place,Waterford city,2021,Annual,3700,3500,300,7.5,N,Final
Sub-County Place,Watsonville city,2021,Annual,24200,21000,3300,13.5,N,Final
Sub-County Place,Weaverville CDP,2021,Annual,1470,1360,110,7.6,N,Final
Sub-County Place,Weed city,2021,Annual,960,880,80,8.4,N,Final
Sub-County Place,Weedpatch CDP,2021,Annual,1100,800,300,27.3,N,Final
Sub-County Place,Weldon CDP,2021,Annual,800,700,100,9.4,N,Final
Sub-County Place,West Athens CDP,2021,Annual,4600,4000,700,14.7,N,Final
Sub-County Place,West Bishop CDP,2021,Annual,970,910,60,6.5,N,Final
Sub-County Place,West Carson CDP,2021,Annual,11400,10500,900,7.7,N,Final
Sub-County Place,West Covina city,2021,Annual,51400,46600,4700,9.2,N,Final
Sub-County Place,West Hollywood city,2021,Annual,25800,23400,2400,9.4,N,Final
Sub-County Place,Westlake Village city,2021,Annual,3700,3600,100,2.8,N,Final
Sub-County Place,West Menlo Park CDP,2021,Annual,1800,1700,100,5.8,N,Final
Sub-County Place,Westminster city,2021,Annual,40800,37500,3200,7.9,N,Final
Sub-County Place,West Modesto CDP,2021,Annual,2300,2100,200,10.7,N,Final
Sub-County Place,Westmont CDP,2021,Annual,15300,13200,2200,14.3,N,Final
Sub-County Place,Westmorland city,2021,Annual,800,600,200,24,N,Final
Sub-County Place,West Point CDP,2021,Annual,310,310,0,0,N,Final
Sub-County Place,West Puente Valley CDP,2021,Annual,10700,9600,1000,9.5,N,Final
Sub-County Place,West Sacramento city,2021,Annual,25400,23800,1600,6.2,N,Final
Sub-County Place,West Whittier Los Nietos CDP,2021,Annual,11900,11100,800,6.4,N,Final
Sub-County Place,Westwood CDP,2021,Annual,430,390,40,10.3,N,Final
Sub-County Place,Wheatland city,2021,Annual,1600,1600,0,2.6,N,Final
Sub-County Place,Whitehawk CDP,2021,Annual,10,10,0,0,N,Final
Sub-County Place,Whittier city,2021,Annual,42100,38400,3700,8.7,N,Final
Sub-County Place,Wildomar city,2021,Annual,17500,16400,1200,6.6,N,Final
Sub-County Place,Wilkerson CDP,2021,Annual,260,250,20,6.1,N,Final
Sub-County Place,Williams city,2021,Annual,2930,2270,660,22.5,N,Final
Sub-County Place,Willits city,2021,Annual,1670,1510,160,9.8,N,Final
Sub-County Place,Willowbrook CDP,2021,Annual,10100,8800,1300,12.5,N,Final
Sub-County Place,Willow Creek CDP,2021,Annual,500,400,0,4.1,N,Final
